name,image_url
"Bl. Charles de Faucauld","https://www.catholic.org/files/images/saints/573.jpg"
"Bl. Charles the Good","https://www.catholic.org/files/images/saints/483.jpg"
"Bl. Christian O'Conarchy","https://www.catholic.org/files/images/saints/173.jpg"
"Bl. Christina Visconti","https://www.catholic.org/files/images/saints/6006.jpg"
"Bl. Christopher Bales","https://www.catholic.org/files/images/saints/5729.jpg"
"Bl. Clara Bosatta","https://www.catholic.org/files/images/saints/7121.jpg"
"Bl. Clare of Rimini","https://www.catholic.org/files/images/saints/783.jpg"
"Bl. Claudio Granzotto","https://www.catholic.org/files/images/saints/7123.jpg"
"Bl. Clement Sheptytsky","https://www.catholic.org/files/images/saints/7125.jpg"
"Bl. Clemente Marchisio","https://www.catholic.org/files/images/saints/7126.jpg"
"Bl. Columba Gabriel","https://www.catholic.org/files/images/saints/7127.jpg"
"Bl. Columba Marmion","https://www.catholic.org/files/images/saints/7128.jpg"
"Bl. Conor O'Devany","https://www.catholic.org/files/images/saints/5704.jpg"
"Bl. Conrad of Seldenburen","https://www.catholic.org/files/images/saints/5771.jpg"
"Bl. Damien Yamiki","https://www.catholic.org/files/images/saints/2818.jpg"
"Bl. Daniel Brottier","https://www.catholic.org/files/images/saints/7133.jpg"
"Bl. Daniel Karmasz","https://www.catholic.org/files/images/saints/7135.jpg"
"Bl. David Galvan Bermudez","https://www.catholic.org/files/images/saints/7136.jpg"
"Bl. David Gonson","https://www.catholic.org/files/images/saints/2833.jpg"
"Bl. David Oghlou David","https://www.catholic.org/files/images/saints/7137.jpg"
"Bl. David Roldan-Lara","https://www.catholic.org/files/images/saints/7138.jpg"
"Bl. David Uribe-Velasco","https://www.catholic.org/files/images/saints/7139.jpg"
"Bl. Delphina","https://www.catholic.org/files/images/saints/508.jpg"
"Bl. Deogracias Palacios and Companions","https://www.catholic.org/files/images/saints/5843.jpg"
"Bl. Diana","https://www.catholic.org/files/images/saints/408.jpg"
"Bl. Didacus Carvalho","https://www.catholic.org/files/images/saints/2883.jpg"
"Bl. Diego De Avezedo","https://www.catholic.org/files/images/saints/620.jpg"
"Bl. Diego Luis de San Vitores","https://www.catholic.org/files/images/saints/7140.jpg"
"Bl. Diego Oddi","https://www.catholic.org/files/images/saints/7141.jpg"
"Bl. Diego Ventaja Milan","https://www.catholic.org/files/images/saints/7142.jpg"
"Bl. Dimbalac Oghlou Wartavar","https://www.catholic.org/files/images/saints/7143.jpg"
"Bl. Dina Belanger","https://www.catholic.org/files/images/saints/7144.jpg"
"Bl. Dionysius","https://www.catholic.org/files/images/saints/2903.jpg"
"Bl. Dionysius Fugishima","https://www.catholic.org/files/images/saints/2904.jpg"
"Bl. Dolores Rodriguez Sopena","https://www.catholic.org/files/images/saints/5625.jpg"
"Bl. Domenico Lentini","https://www.catholic.org/files/images/saints/7145.jpg"
"Bl. Domingo Iturrate Zubero","https://www.catholic.org/files/images/saints/7147.jpg"
"Bl. Dominic Jorjes","https://www.catholic.org/files/images/saints/2929.jpg"
"Bl. Dominic Lentini","https://www.catholic.org/files/images/saints/5562.jpg"
"Bl. Dominic Nakano","https://www.catholic.org/files/images/saints/2932.jpg"
"Bl. Dominic Nifaki","https://www.catholic.org/files/images/saints/2934.jpg"
"Bl. Dominic of Fiunga","https://www.catholic.org/files/images/saints/2936.jpg"
"Bl. Dominic of the Holy Rosary","https://www.catholic.org/files/images/saints/2940.jpg"
"Bl. Dominic Shibioge","https://www.catholic.org/files/images/saints/2942.jpg"
"Bl. Dominic Tomaki","https://www.catholic.org/files/images/saints/2943.jpg"
"Bl. Edmigio","https://www.catholic.org/files/images/saints/7148.jpg"
"Bl. Edmund Bojanowski","https://www.catholic.org/files/images/saints/7149.jpg"
"Bl. Edmund Ignatius Rice","https://www.catholic.org/files/images/saints/3047.jpg"
"Bl. Edoardo Giuseppe Rosaz","https://www.catholic.org/files/images/saints/7150.jpg"
"Bl. Edward Burden","https://www.catholic.org/files/images/saints/5947.jpg"
"Bl. Edward Campion","https://www.catholic.org/files/images/saints/3050.jpg"
"Bl. Edward Catheriek","https://www.catholic.org/files/images/saints/3051.jpg"
"Bl. Edward Coleman","https://www.catholic.org/files/images/saints/3052.jpg"
"Bl. Edward Fulthrop","https://www.catholic.org/files/images/saints/3053.jpg"
"Bl. Edward James","https://www.catholic.org/files/images/saints/3054.jpg"
"Bl. Edward Jones","https://www.catholic.org/files/images/saints/484.jpg"
"Bl. Edward Maria Joannes Poppe","https://www.catholic.org/files/images/saints/7151.jpg"
"Bl. Edward Oldcorne","https://www.catholic.org/files/images/saints/3055.jpg"
"Bl. Edward Osbaldeston","https://www.catholic.org/files/images/saints/5935.jpg"
"Bl. Edward Powell","https://www.catholic.org/files/images/saints/3056.jpg"
"Bl. Edward Shelley","https://www.catholic.org/files/images/saints/3057.jpg"
"Bl. Edward Stransham","https://www.catholic.org/files/images/saints/3058.jpg"
"Bl. Edward Thwing (Thweng)","https://www.catholic.org/files/images/saints/5844.jpg"
"Bl. Edward Waterson","https://www.catholic.org/files/images/saints/3059.jpg"
"Bl. Elisabeth Vendramini","https://www.catholic.org/files/images/saints/7155.jpg"
"Bl. Elizabeth Canori Mora","https://www.catholic.org/files/images/saints/7156.jpg"
"Bl. Emilian Kovch","https://www.catholic.org/files/images/saints/7158.jpg"
"Bl. Emilie d'Hooghvorst","https://www.catholic.org/files/images/saints/7159.jpg"
"Bl. Emilie Tavernier Gamelin","https://www.catholic.org/files/images/saints/7160.jpg"
"Bl. Emily Bicchieri","https://www.catholic.org/files/images/saints/509.jpg"
"Bl. Emmanuel d'Abreu","https://www.catholic.org/files/images/saints/3121.jpg"
"Bl. Emmanuel Domingo y Sol","https://www.catholic.org/files/images/saints/7161.jpg"
"Bl. Emmanuel Ruiz","https://www.catholic.org/files/images/saints/3123.jpg"
"Bl. Enrico Rebuschini","https://www.catholic.org/files/images/saints/7162.jpg"
"Bl. Eugenia Joubert","https://www.catholic.org/files/images/saints/7163.jpg"
"Bl. Eugenia Picco","https://www.catholic.org/files/images/saints/7164.jpg"
"Bl. Eugenia Ravasco","https://www.catholic.org/files/images/saints/5968.jpg"
"Bl. Eusebia Palomino Yenes","https://www.catholic.org/files/images/saints/5712.jpg"
"Bl. Faustino Miguez","https://www.catholic.org/files/images/saints/7167.jpg"
"Bl. Fazzio","https://www.catholic.org/files/images/saints/5692.jpg"
"Bl. Felcite Pricet","https://www.catholic.org/files/images/saints/7168.jpg"
"Bl. Felipe Ripoll Morata","https://www.catholic.org/files/images/saints/7169.jpg"
"Bl. Ferdinand Ayala","https://www.catholic.org/files/images/saints/3339.jpg"
"Bl. Ferdinando Maria Baccilieri","https://www.catholic.org/files/images/saints/7170.jpg"
"Bl. Fidel Fuidio Rodriguez","https://www.catholic.org/files/images/saints/7171.jpg"
"Bl. Filip Geryluk","https://www.catholic.org/files/images/saints/7172.jpg"
"Bl. Florentino Asensio Barroso","https://www.catholic.org/files/images/saints/7174.jpg"
"Bl. Florida Cevoli","https://www.catholic.org/files/images/saints/7175.jpg"
"Bl. Fr. Miroslav Bulesic","https://www.catholic.org/files/images/saints/46041.jpg"
"Bl. Frances Brideau","https://www.catholic.org/files/images/saints/3435.jpg"
"Bl. Frances de Capillas","https://www.catholic.org/files/images/saints/3436.jpg"
"Bl. Francis Chakichi","https://www.catholic.org/files/images/saints/3440.jpg"
"Bl. Francis de Laval","https://www.catholic.org/files/images/saints/7180.jpg"
"Bl. Francis Dickenson","https://www.catholic.org/files/images/saints/3442.jpg"
"Bl. Francis Kuloi","https://www.catholic.org/files/images/saints/3449.jpg"
"Bl. Francis Kurobiove","https://www.catholic.org/files/images/saints/3450.jpg"
"Bl. Francis Man","https://www.catholic.org/files/images/saints/3451.jpg"
"Bl. Francis of Durazzo","https://www.catholic.org/files/images/saints/5782.jpg"
"Bl. Francis of Pesaro","https://www.catholic.org/files/images/saints/5898.jpg"
"Bl. Francis of Siena","https://www.catholic.org/files/images/saints/5779.jpg"
"Bl. Francis Patrizzi","https://www.catholic.org/files/images/saints/3458.jpg"
"Bl. Francis Serrano","https://www.catholic.org/files/images/saints/3460.jpg"
"Bl. Francis Takea","https://www.catholic.org/files/images/saints/3461.jpg"
"Bl. Francis Xavier Seelos","https://www.catholic.org/files/images/saints/2532.jpg"
"Bl. Francisca Ana Cirer Carbonell","https://www.catholic.org/files/images/saints/7183.jpg"
"Bl. Franciscan Martyrs of China","https://www.catholic.org/files/images/saints/3438.jpg"
"Bl. Francisco Faa di Bruno","https://www.catholic.org/files/images/saints/7185.jpg"
"Bl. Francisco Garate","https://www.catholic.org/files/images/saints/7187.jpg"
"Bl. Francisco Palau","https://www.catholic.org/files/images/saints/6035.jpg"
"Bl. Francoise Bellanger","https://www.catholic.org/files/images/saints/7192.jpg"
"Bl. Francoise Bonneau","https://www.catholic.org/files/images/saints/7193.jpg"
"Bl. Francoise Michau","https://www.catholic.org/files/images/saints/7194.jpg"
"Bl. Francoise Micheneau Gillot","https://www.catholic.org/files/images/saints/7195.jpg"
"Bl. Francoise Pagis Roulleau","https://www.catholic.org/files/images/saints/7196.jpg"
"Bl. Francoise Peltier","https://www.catholic.org/files/images/saints/7197.jpg"
"Bl. Francoise Suhard Menard","https://www.catholic.org/files/images/saints/7198.jpg"
"Bl. Francoise-Louis Chartier","https://www.catholic.org/files/images/saints/7199.jpg"
"Bl. Frederic Ozanam","https://www.catholic.org/files/images/saints/7200.jpg"
"Bl. Frederick Albert","https://www.catholic.org/files/images/saints/7201.jpg"
"Bl. Frederick Jansoone","https://www.catholic.org/files/images/saints/7202.jpg"
"Bl. Fulco of Neuilly","https://www.catholic.org/files/images/saints/6019.jpg"
"Bl. Gabriel of St. Magdalen","https://www.catholic.org/files/images/saints/3500.jpg"
"Bl. Gabrielle Androuin","https://www.catholic.org/files/images/saints/7203.jpg"
"Bl. Gaetana Sterni","https://www.catholic.org/files/images/saints/7204.jpg"
"Bl. Gaius of Korea","https://www.catholic.org/files/images/saints/3503.jpg"
"Bl. Gennaro Sarnelli","https://www.catholic.org/files/images/saints/7208.jpg"
"Bl. George Douglas","https://www.catholic.org/files/images/saints/5881.jpg"
"Bl. George Gervase","https://www.catholic.org/files/images/saints/3536.jpg"
"Bl. George Haydock","https://www.catholic.org/files/images/saints/7210.jpg"
"Bl. George Matulaitis","https://www.catholic.org/files/images/saints/7211.jpg"
"Bl. George Swallowell","https://www.catholic.org/files/images/saints/3543.jpg"
"Bl. Geremia Oghlou Boghos","https://www.catholic.org/files/images/saints/7213.jpg"
"Bl. Giacomo Alberione","https://www.catholic.org/files/images/saints/7215.jpg"
"Bl. Giacomo Cusmano","https://www.catholic.org/files/images/saints/7216.jpg"
"Bl. Giovanni Maria Boccardo","https://www.catholic.org/files/images/saints/7220.jpg"
"Bl. Giovanni Mazzucconi","https://www.catholic.org/files/images/saints/7221.jpg"
"Bl. Giuseppe ""Pino"" Puglis","https://www.catholic.org/files/images/saints/7733.jpg"
"Bl. Giuseppe Baldo","https://www.catholic.org/files/images/saints/7224.jpg"
"Bl. Giuseppe Benedetto Dusmet","https://www.catholic.org/files/images/saints/7225.jpg"
"Bl. Giuseppe Tovini","https://www.catholic.org/files/images/saints/7227.jpg"
"Bl. Giuseppina Bonino","https://www.catholic.org/files/images/saints/7228.jpg"
"Bl. Godfrey II (Geoffroy II) de Loudon","https://www.catholic.org/files/images/saints/5852.jpg"
"Bl. Gonzalo de Amarante","https://www.catholic.org/files/images/saints/282.jpg"
"Bl. Gratia","https://www.catholic.org/files/images/saints/485.jpg"
"Bl. Gregory Khomyshyn","https://www.catholic.org/files/images/saints/7230.jpg"
"Bl. Gregory Lakota","https://www.catholic.org/files/images/saints/7231.jpg"
"Bl. Gregory of Verucchio","https://www.catholic.org/files/images/saints/5772.jpg"
"Bl. Gregory X","https://www.catholic.org/files/images/saints/5685.jpg"
"Bl. Grimoaldo of the Purification","https://www.catholic.org/files/images/saints/7232.jpg"
"Bl. Guillaume Repin","https://www.catholic.org/files/images/saints/7234.jpg"
"Bl. Guillermo Courtet","https://www.catholic.org/files/images/saints/7235.jpg"
"Bl. Gundechar II","https://www.catholic.org/files/images/saints/5851.jpg"
"Bl. Gundislavus Fusai","https://www.catholic.org/files/images/saints/3629.jpg"
"Bl. Gunther","https://www.catholic.org/files/images/saints/511.jpg"
"Bl. Guy Vignotelli","https://www.catholic.org/files/images/saints/475.jpg"
"Bl. Hans Wagner","https://www.catholic.org/files/images/saints/5776.jpg"
"Bl. Haseka (Hazeka)","https://www.catholic.org/files/images/saints/5634.jpg"
"Bl. Helie de Bourdeille","https://www.catholic.org/files/images/saints/5825.jpg"
"Bl. Henry Abbot","https://www.catholic.org/files/images/saints/3718.jpg"
"Bl. Henry Suso","https://www.catholic.org/files/images/saints/3722.jpg"
"Bl. Herman the Cripple","https://www.catholic.org/files/images/saints/283.jpg"
"Bl. Hildemar","https://www.catholic.org/files/images/saints/5980.jpg"
"Bl. Honoratus Kozminski","https://www.catholic.org/files/images/saints/7238.jpg"
"Bl. Hugh Faringdon","https://www.catholic.org/files/images/saints/3804.jpg"
"Bl. Hugh Green","https://www.catholic.org/files/images/saints/3805.jpg"
"Bl. Hugh More","https://www.catholic.org/files/images/saints/3806.jpg"
"Bl. Humbald","https://www.catholic.org/files/images/saints/5914.jpg"
"Bl. Humbert","https://www.catholic.org/files/images/saints/488.jpg"
"Bl. Humbert III of Savoy","https://www.catholic.org/files/images/saints/6021.jpg"
"Bl. Humbert of Romans","https://www.catholic.org/files/images/saints/5834.jpg"
"Bl. Humphrey Middlemore","https://www.catholic.org/files/images/saints/3820.jpg"
"Bl. Hyacinth Jordan Ansalone","https://www.catholic.org/files/images/saints/7239.jpg"
"Bl. Hyacinth of Englene","https://www.catholic.org/files/images/saints/7240.jpg"
"Bl. Hyacinthe Marie Cormier","https://www.catholic.org/files/images/saints/7241.jpg"
"Bl. Ida of Louvain","https://www.catholic.org/files/images/saints/5753.jpg"
"Bl. Ignacy Franczuk","https://www.catholic.org/files/images/saints/7242.jpg"
"Bl. Ignatius Jorjes","https://www.catholic.org/files/images/saints/3845.jpg"
"Bl. Ignazio Maloyan","https://www.catholic.org/files/images/saints/7246.jpg"
"Bl. Imelda","https://www.catholic.org/files/images/saints/125.jpg"
"Bl. Inez","https://www.catholic.org/files/images/saints/289.jpg"
"Bl. Isabel Fernandez","https://www.catholic.org/files/images/saints/3875.jpg"
"Bl. Isidore Bakanja","https://www.catholic.org/files/images/saints/7248.jpg"
"Bl. Isidore of Saint Joseph","https://www.catholic.org/files/images/saints/7249.jpg"
"Bl. Ivan Merz","https://www.catholic.org/files/images/saints/7250.jpg"
"Bl. Ivan Sleziuk","https://www.catholic.org/files/images/saints/7299.jpg"
"Bl. Ivan Ziatyk","https://www.catholic.org/files/images/saints/7251.jpg"
"Bl. Jacinto Hoyuelos Gonzalo","https://www.catholic.org/files/images/saints/5883.jpg"
"Bl. Jacoba of Settesoli","https://www.catholic.org/files/images/saints/7255.jpg"
"Bl. Jacobo Kyushei Gorobioye Tomonaga","https://www.catholic.org/files/images/saints/7254.jpg"
"Bl. Jacopino de'Canepacci","https://www.catholic.org/files/images/saints/5728.jpg"
"Bl. Jacques Laigneau de Langellerie","https://www.catholic.org/files/images/saints/7256.jpg"
"Bl. Jacques Laval","https://www.catholic.org/files/images/saints/7257.jpg"
"Bl. Jacques Ledoyen","https://www.catholic.org/files/images/saints/7258.jpg"
"Bl. Jaime Hilario","https://www.catholic.org/files/images/saints/7260.jpg"
"Bl. Jakob Gapp","https://www.catholic.org/files/images/saints/486.jpg"
"Bl. James Andrade","https://www.catholic.org/files/images/saints/3884.jpg"
"Bl. James Bertoni","https://www.catholic.org/files/images/saints/5795.jpg"
"Bl. James Bird","https://www.catholic.org/files/images/saints/3885.jpg"
"Bl. James Claxton","https://www.catholic.org/files/images/saints/3887.jpg"
"Bl. James Denshi","https://www.catholic.org/files/images/saints/3888.jpg"
"Bl. James Duckett","https://www.catholic.org/files/images/saints/3889.jpg"
"Bl. James Fayashida","https://www.catholic.org/files/images/saints/3890.jpg"
"Bl. James Feun","https://www.catholic.org/files/images/saints/3891.jpg"
"Bl. James Guengoro","https://www.catholic.org/files/images/saints/3892.jpg"
"Bl. James Kern","https://www.catholic.org/files/images/saints/7261.jpg"
"Bl. James Thompson","https://www.catholic.org/files/images/saints/3904.jpg"
"Bl. Jan Andrzejuk","https://www.catholic.org/files/images/saints/7264.jpg"
"Bl. Jane Gerald","https://www.catholic.org/files/images/saints/3908.jpg"
"Bl. Jane Louise Barre and Jane Reine Prin","https://www.catholic.org/files/images/saints/3909.jpg"
"Bl. Jean Menard","https://www.catholic.org/files/images/saints/7265.jpg"
"Bl. Jean-Baptiste Lego","https://www.catholic.org/files/images/saints/7266.jpg"
"Bl. Jean-Michel Langevin","https://www.catholic.org/files/images/saints/7267.jpg"
"Bl. Jean-Nicolas Cordier","https://www.catholic.org/files/images/saints/5897.jpg"
"Bl. Jeanne Bourigault","https://www.catholic.org/files/images/saints/7268.jpg"
"Bl. Jeanne Fouchard Chalonneau","https://www.catholic.org/files/images/saints/7270.jpg"
"Bl. Jeanne Gourdon Moreau","https://www.catholic.org/files/images/saints/7271.jpg"
"Bl. Jeanne Gruget Doly","https://www.catholic.org/files/images/saints/7272.jpg"
"Bl. Jeanne Onillon","https://www.catholic.org/files/images/saints/7273.jpg"
"Bl. Jeanne Thomas Delaunay","https://www.catholic.org/files/images/saints/7274.jpg"
"Bl. Jeanne-Marie Leduc Paquier","https://www.catholic.org/files/images/saints/7276.jpg"
"Bl. Jeanne-Marie Sailland d'Epinatz","https://www.catholic.org/files/images/saints/7277.jpg"
"Bl. Jenaro Sanchez Delgadillo","https://www.catholic.org/files/images/saints/7278.jpg"
"Bl. Jeremiah of Valachia","https://www.catholic.org/files/images/saints/7279.jpg"
"Bl. Jerome de Angelis","https://www.catholic.org/files/images/saints/3916.jpg"
"Bl. Jerome Lu","https://www.catholic.org/files/images/saints/3919.jpg"
"Bl. Jesus Hita Miranda","https://www.catholic.org/files/images/saints/7282.jpg"
"Bl. Joachim Firayama Diz","https://www.catholic.org/files/images/saints/3922.jpg"
"Bl. Joanninus de San Juan","https://www.catholic.org/files/images/saints/3927.jpg"
"Bl. Johann Nepomuk von Tschiderer","https://www.catholic.org/files/images/saints/7283.jpg"
"Bl. Johannes Baptist av Oaxaca","https://www.catholic.org/files/images/saints/7284.jpg"
"Bl. John Alcober","https://www.catholic.org/files/images/saints/3929.jpg"
"Bl. John Amias","https://www.catholic.org/files/images/saints/3931.jpg"
"Bl. John Baptist Lo","https://www.catholic.org/files/images/saints/3940.jpg"
"Bl. John Baptist Zola","https://www.catholic.org/files/images/saints/3947.jpg"
"Bl. John Beche","https://www.catholic.org/files/images/saints/3948.jpg"
"Bl. John Bodey","https://www.catholic.org/files/images/saints/3949.jpg"
"Bl. John Cacciafronte","https://www.catholic.org/files/images/saints/3950.jpg"
"Bl. John Carey","https://www.catholic.org/files/images/saints/3954.jpg"
"Bl. John Cornelius","https://www.catholic.org/files/images/saints/3958.jpg"
"BL. John Davy","https://www.catholic.org/files/images/saints/3967.jpg"
"Bl. John de Barastre","https://www.catholic.org/files/images/saints/6030.jpg"
"Bl. John Duckett","https://www.catholic.org/files/images/saints/5880.jpg"
"Bl. John Duns Scotus","https://www.catholic.org/files/images/saints/7291.jpg"
"Bl. John Eynon","https://www.catholic.org/files/images/saints/3976.jpg"
"Bl. John Felton","https://www.catholic.org/files/images/saints/3977.jpg"
"Bl. John Fenwick & John Gavan","https://www.catholic.org/files/images/saints/3978.jpg"
"Bl. John Fernandez","https://www.catholic.org/files/images/saints/3979.jpg"
"Bl. John Finch","https://www.catholic.org/files/images/saints/3980.jpg"
"Bl. John Forest","https://www.catholic.org/files/images/saints/3981.jpg"
"Bl. John Foyamon","https://www.catholic.org/files/images/saints/3982.jpg"
"Bl. John Gaspard Cratz","https://www.catholic.org/files/images/saints/3986.jpg"
"Bl. John Grove","https://www.catholic.org/files/images/saints/3987.jpg"
"Bl. John Haile","https://www.catholic.org/files/images/saints/3988.jpg"
"Bl. John Hambley","https://www.catholic.org/files/images/saints/5839.jpg"
"Bl. John Inamura","https://www.catholic.org/files/images/saints/3991.jpg"
"Bl. John Ingram","https://www.catholic.org/files/images/saints/3992.jpg"
"Bl. John Ireland","https://www.catholic.org/files/images/saints/3993.jpg"
"Bl. John Ivanango & John Montajana","https://www.catholic.org/files/images/saints/3994.jpg"
"Bl. John Kingoku","https://www.catholic.org/files/images/saints/3998.jpg"
"Bl. John Kinsako","https://www.catholic.org/files/images/saints/4003.jpg"
"Bl. John Lantrua of Triora","https://www.catholic.org/files/images/saints/4005.jpg"
"Bl. John Larke","https://www.catholic.org/files/images/saints/4006.jpg"
"Bl. John Lockwood","https://www.catholic.org/files/images/saints/4007.jpg"
"Bl. John Maid","https://www.catholic.org/files/images/saints/4009.jpg"
"Bl. John Mason","https://www.catholic.org/files/images/saints/4013.jpg"
